date,eq_kr_ret,eq_gl_ret,bond_kr_ret,bond_gl_ret,alt_ret,cash_ret,rf
2016-09-30,0.07046938641525922,0.044109734534231525,-0.006616166435272049,-0.00807173308048937,0.014446086011900443,0.00022628956860415482,0.0020833333333333333
2016-10-31,-0.07550420426169198,-0.10104450031801897,-0.004721910595463643,-0.018941218167257703,-0.052159559656036164,0.004185604246579509,0.0020833333333333333
2016-11-30,-0.03336805683740841,0.010252436123137176,-0.0012888747499773538,0.011433925664030488,-0.04525858593391468,-0.0006052623259054841,0.0020833333333333333
2016-12-31,-0.011232764863091157,0.02892201302292456,-0.016128841614793006,-0.00786088145370675,-0.0019679455483334165,0.0028464471368644917,0.0020833333333333333
2017-01-31,0.06493928548390632,0.019873212425015604,0.012078664640820993,-0.0039141709229159405,0.011457827683643914,0.004416605383384476,0.0020833333333333333
2017-02-28,0.05009236710979675,0.03994337338033707,0.002364160318158332,-0.008579975971517927,0.02256165065127591,0.002538453785009821,0.0020833333333333333
2017-03-31,-0.04284916223049152,-0.03400145787984452,0.013628604648270044,0.022681354418486475,-0.042132609441823704,0.0028306961375553054,0.0020833333333333333
2017-04-30,0.035720275637918464,0.041207333471021096,0.0004091611667961393,0.021766771162311835,-0.01728820204642983,0.0035612163542005242,0.0020833333333333333
2017-05-31,0.14373872201456503,0.09582785780808935,-0.00583604915595002,-0.005368992483989072,0.05812934044056808,0.002653379130118347,0.0020833333333333333
2017-06-30,-0.12288672755859262,-0.08441417805203685,0.021913391548056604,0.007838462418341758,-0.030720269547284334,0.0007443228269403929,0.0020833333333333333
2017-07-31,-0.04401922008025879,-0.008161550934394638,-0.020437182388740996,-0.02576313862419021,-0.012037594589375818,0.0024685765265703816,0.0020833333333333333
2017-08-31,-0.02303609404929259,-0.03522986245074798,0.020898526735746242,0.008538674422745082,0.005076486048813235,0.004526807052171653,0.0020833333333333333
2017-09-30,0.01999915626367306,-0.061038923288461874,0.003167639101915169,-0.0027053522147671705,0.0070314952943258775,0.00238912733711138,0.0020833333333333333
