date,eq_kr_ret,eq_gl_ret,bond_kr_ret,bond_gl_ret,alt_ret,cash_ret,rf
2016-09-30,-0.050996778439277954,-0.0564975483841105,0.002818923195332656,0.00956999433876207,-0.010772048452638062,0.00042010773479568596,0.0020833333333333333
2016-10-31,0.0512236625872859,0.08697214673852038,0.013743731798691988,0.02895455766456366,0.07672090948291725,0.004478661720755459,0.0020833333333333333
2016-11-30,0.060680030901469055,0.02326801356721819,-0.017239001953612464,0.0034564480324602107,0.01721615958674336,-0.0007923903460260845,0.0020833333333333333
2016-12-31,0.046992995850709506,-0.01260320844307207,0.00437615009659423,0.005177305887853619,0.021929162313393178,0.0030581198160511648,0.0020833333333333333
2017-01-31,-0.06263384816336774,-0.023870911631150515,0.005987901823808164,0.01626858554141415,-0.023262646470488868,0.004514791981523148,0.0020833333333333333
2017-02-28,-0.029482405176219438,-0.0331916628449735,0.011150905868928924,0.013004748917137975,-0.018199641073126983,0.0027578306546026977,0.0020833333333333333
2017-03-31,0.04231745325233048,0.06276301718016976,-0.017636522132993375,-0.0015590013514448445,0.021555766289426636,0.0024269884784401696,0.0020833333333333333
2017-04-30,-0.0110781408991085,-0.026748028883735647,-0.025300356499530264,-0.010007344650321636,-0.008512310060243024,0.0032096257931588305,0.0020833333333333333
2017-05-31,-0.11535406053166329,-0.11816146497571718,0.00433375488584654,0.0004998418726345202,-0.04729710005836317,0.0028465021886849833,0.0020833333333333333
2017-06-30,0.11369938131245744,0.13829053636800076,0.0120413487527732,0.012366302461919217,0.043819474590065875,0.0006293083149735115,0.0020833333333333333
2017-07-31,0.06926596261095577,0.015756357072264693,0.019638605602599193,0.021113974988731382,0.047487570953931704,0.0029767648569180433,0.0020833333333333333
2017-08-31,0.014504954963759201,0.059721728389324186,0.009123647015523493,0.0065518338751816615,0.006665392528238032,0.004418125832920306,0.0020833333333333333
2017-09-30,-0.05145675526861075,0.02541713153806739,0.009574213455444828,0.0068473742864720785,0.03523837141856802,0.002446368101858839,0.0020833333333333333
2017-10-31,0.021817774047367997,0.003588549183202054,0.018100216413900704,0.02995562788674657,-0.015465411396207975,0.0025420289482510914,0.0020833333333333333
2017-11-30,0.026323538983780592,-0.018251359472648575,0.019889119653788517,0.01839394125859015,0.04010747012748496,0.00014009707452282503,0.0020833333333333333
2017-12-31,-0.017154003108068982,0.013925664819896391,-0.010001354593565397,-0.010096332208664072,-0.016060758767972572,0.0010770755826229176,0.0020833333333333333
2018-01-31,-0.0548077092587938,-0.01995686029358012,0.0037043902403682315,0.00134438992948167,-0.027014865969690324,0.000695407797790889,0.0020833333333333333
2018-02-28,-0.012208629658226777,-0.03817095570291117,0.026737472076754865,0.022566338260130624,-0.010496371741306788,0.003623962564549909,0.0020833333333333333
2018-03-31,0.03365475648905004,0.007239273623111918,0.030134275288314274,0.03288791569119804,0.007108382407118357,0.0023797493893796297,0.0020833333333333333
2018-04-30,-0.01950500784649881,-0.006766414550547666,0.011530404210574082,-0.007857060611827654,0.025761336383005873,0.0007047801820378578,0.0020833333333333333
